Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKsFaced,PKA,PKsv,PKm,Save%.1,PKGA,FKGA,CKGA,OGA,PSxG,PSxG/SoT,PSxG+/-,PSxG+/- /90,LaunchCmp,LaunchAtt,LaunchPassCmp%,Att (GK),PassThr,PassesLaunch%,AvgLenLaunch,GoalKicksAtt,GoalKicksLaunch%,AvgLen,OppCrs,StpCrs,CrsStp%,#OPA,#OPA/90,AvgDistOPA,G+APer90,GlsxxPer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,AvgShotDistancePer90,FKShotsPer90,PKPer90,PKsAttPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,ProgPassesPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpxxxPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,SCADribPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,GCAPassLivePer90,GCAPassDeadPer90,GCADribPer90,GCAShPer90,GCAFldPer90,GCADefPer90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,DrbPastPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TimesTackledPer90,TimesTackled%Per90,CarriesPer90,TotalCarryDistancePer90,ProgCarryDistancePer90,ProgCarriesPer90,CarriesToFinalThirdPer90,CarriesToPenAreaPer90,CarryMistakesPer90,DisposesedPer90,ReceivedPassPer90,ProgPassesRecPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialLossPer90,AerialWin%Per90,GAPer90,GA90Per90,SoTAPer90,SavesPer90,Save%Per90,WPer90,DPer90,LPer90,CSPer90,CS%Per90,PKsFacedPer90,PKAPer90,PKsvPer90,PKmPer90,Save%.1Per90,PKGAPer90,FKGAPer90,CKGAPer90,OGAPer90,PSxGPer90,PSxG/SoTPer90,PSxG+/-Per90,PSxG+/- /90Per90,LaunchCmpPer90,LaunchAttPer90,LaunchPassCmp%Per90,Att (GK)Per90,PassThrPer90,PassesLaunch%Per90,AvgLenLaunchPer90,GoalKicksAttPer90,GoalKicksLaunch%Per90,AvgLenPer90,OppCrsPer90,StpCrsPer90,CrsStp%Per90,#OPAPer90,#OPA/90Per90,AvgDistOPAPer90,90sPer90,AvgTeamPoss,OppTouches,TeamMins,TeamTouches90,pAdjTkl+IntPer90,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdjIntPer90,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjDrbPastPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,TouchCentrality,pAdj#OPAPer90,Tkl+IntPer600OppTouch,pAdjTouchesPer90,CarriesPer50Touches,ProgCarriesPer50Touches,ProgPassesPer50CmpPasses,Main Position
Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25,1998,6,6,540,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,131,188,69.7,3303,2420,38,38,100.0,61,62,98.4,32,86,37.2,0,0.0,0.0,0.0,0,4,0,0,2,153,35,16,0,0,0,0,0,0,0,0,131,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,197,140,186,11,0,0,197,0,0,0.0,0,0.0,137,697,399,0,0,0,1,0,104,0,0,0,0,0,1,0,0,0,0,6,0,0,0.0,5.0,0.83,14.0,9.0,64.3,5.0,1.0,0.0,2.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,0.26,-1.3,-0.22,19.0,69.0,27.5,169.0,30.0,34.9,33.3,19.0,52.6,41.4,46.0,8.0,17.4,9.0,1.5,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83333333333333,31.33333333333333,11.616666666666667,550.5,403.3333333333333,6.333333333333333,6.333333333333333,16.666666666666668,10.166666666666666,10.333333333333334,16.400000000000002,5.333333333333333,14.333333333333334,6.2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,25.5,5.833333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,32.833333333333336,23.33333333333333,31.0,1.8333333333333333,0.0,0.0,32.833333333333336,0.0,0.0,0.0,0.0,0.0,22.83333333333333,116.16666666666669,66.5,0.0,0.0,0.0,0.1666666666666666,0.0,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.1383333333333333,2.333333333333333,1.5,10.716666666666669,0.8333333333333334,0.1666666666666666,0.0,0.3333333333333333,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.6166666666666667,0.0433333333333333,-0.2166666666666666,-0.0366666666666666,3.1666666666666665,11.5,4.583333333333333,28.166666666666668,5.0,5.816666666666666,5.55,3.1666666666666665,52.6,41.4,46.0,8.0,17.4,9.0,1.5,14.6,6.0,61.5,13963,2520,727.0,0.0,0.6493506493506493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.516276937184778,11.688311688311687,0.0,26.693766937669377,34.77157360406091,0.0,0.7633587786259541,Goalkeeper
Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32,1991,5,4,371,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,91,134,67.9,3189,2610,9,9,100.0,31,32,96.9,51,91,56.0,0,0.0,0.0,0.0,0,8,0,0,1,95,37,20,0,0,0,0,0,0,0,0,91,2,0,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1,143,103,137,6,1,1,143,0,0,0.0,0,0.0,76,426,306,0,0,0,0,0,69,0,2,0,0,0,0,0,0,0,0,4,0,1,0.0,7.0,1.7,13.0,6.0,53.8,0.0,0.0,4.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.5,0.34,-1.5,-0.37,32.0,71.0,45.1,115.0,13.0,51.3,41.1,17.0,70.6,50.7,47.0,1.0,2.1,5.0,1.21,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.07547169811321,32.506738544474395,16.47169811320755,773.611859838275,633.1536388140163,2.183288409703504,2.183288409703504,24.258760107816716,7.520215633423182,7.762803234501349,23.5067385444744,12.371967654986523,22.07547169811321,13.58490566037736,0.0,0.0,0.0,0.0,0.0,1.9407008086253368,0.0,0.0,0.2425876010781671,23.04582210242588,8.975741239892184,4.851752021563343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.07547169811321,0.4851752021563343,0.0,0.2425876010781671,0.0582210242587601,0.2425876010781671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2425876010781671,0.0,0.2425876010781671,0.0,0.0,0.0,0.0,0.0,0.4851752021563343,0.2425876010781671,34.6900269541779,24.98652291105121,33.2345013477089,1.4555256064690028,0.2425876010781671,0.2425876010781671,34.6900269541779,0.0,0.0,0.0,0.0,0.0,18.4366576819407,103.3423180592992,74.23180592991915,0.0,0.0,0.0,0.0,0.0,16.73854447439353,0.0,0.4851752021563343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9703504043126686,0.0,0.2425876010781671,0.0,1.69811320754717,0.4123989218328841,3.1536388140161726,1.4555256064690028,13.051212938005392,0.0,0.0,0.9703504043126686,0.2425876010781671,6.064690026954178,0.2425876010781671,0.2425876010781671,0.0,0.0,0.0,0.2425876010781671,0.0,0.2425876010781671,0.0,1.3342318059299192,0.0824797843665768,-0.3638814016172507,-0.0897574123989218,7.762803234501349,17.223719676549866,10.94070080862534,27.897574123989223,3.1536388140161726,12.444743935309974,9.97035040431267,4.123989218328841,70.6,50.7,47.0,1.0,2.1,5.0,1.21,21.1,4.122222222222222,48.0,17121,2520,561.0357142857143,0.0,0.4665146174580138,0.0,0.0,0.0,0.0,0.0,0.2332573087290068,0.0,0.2332573087290068,0.2332573087290068,6.183211883105106,4.807692307692308,0.0,36.13544474393532,26.573426573426573,0.0,0.5494505494505495,Goalkeeper
Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,22,2002,6,6,540,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,129,198,65.2,3537,2214,22,22,100.0,67,71,94.4,38,100,38.0,0,0.0,0.0,0.0,0,6,1,0,0,163,33,14,0,1,0,0,0,0,0,0,129,2,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,5,2,216,161,216,1,0,0,216,0,0,0.0,0,0.0,168,1029,640,0,0,0,0,0,113,0,0,0,0,0,3,0,0,0,0,3,2,0,100.0,14.0,2.33,37.0,23.0,64.9,0.0,1.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,1.0,0.0,0.0,1.0,9.9,0.21,-3.1,-0.52,22.0,79.0,27.8,177.0,31.0,40.1,36.1,19.0,42.1,40.1,94.0,10.0,10.6,10.0,1.67,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,33.0,10.866666666666667,589.5,369.0,3.6666666666666665,3.6666666666666665,16.666666666666668,11.166666666666666,11.833333333333334,15.733333333333334,6.333333333333333,16.666666666666668,6.333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,0.0,0.0,27.166666666666668,5.5,2.333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.3333333333333333,36.0,26.83333333333333,36.0,0.1666666666666666,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,28.0,171.5,106.66666666666669,0.0,0.0,0.0,0.0,0.0,18.83333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,16.666666666666668,2.333333333333333,0.3883333333333333,6.166666666666667,3.8333333333333335,10.816666666666668,0.0,0.1666666666666666,0.8333333333333334,0.0,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,8.333333333333334,0.1666666666666666,0.0,0.0,0.1666666666666666,1.65,0.0349999999999999,-0.5166666666666667,-0.0866666666666666,3.6666666666666665,13.166666666666666,4.633333333333334,29.5,5.166666666666667,6.683333333333334,6.016666666666667,3.1666666666666665,42.1,40.1,94.0,10.0,10.6,10.0,1.67,13.8,6.0,42.7,17049,2250,540.96,0.14543339150668988,0.7271669575334497,0.0,0.0,0.14543339150668988,0.0,0.0,0.0,0.29086678301337987,0.0,0.0,6.65483584738243,8.726003490401396,0.14663616634406712,42.15456674473067,38.88888888888889,0.0,0.0,Goalkeeper
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,25,1999,19,19,1686,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,494,685,72.1,12952,9060,112,113,99.1,233,236,98.7,145,331,43.8,0,0.0,0.0,0.0,0,6,0,0,2,522,162,43,0,1,0,0,0,0,0,0,494,1,0,5,0.27,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,735,631,732,3,0,0,735,0,0,0.0,0,0.0,512,2366,1192,0,0,0,1,0,386,0,1,0,0,0,2,0,0,0,0,30,4,1,80.0,26.0,1.39,81.0,55.0,74.1,5.0,2.0,12.0,5.0,26.3,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,26.6,0.29,0.6,0.03,78.0,253.0,30.8,565.0,86.0,32.0,32.9,119.0,60.5,46.1,247.0,20.0,8.1,23.0,1.23,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.37010676156584,36.56583629893238,3.848754448398576,691.3879003558718,483.6298932384341,5.97864768683274,6.032028469750889,5.290035587188611,12.437722419928823,12.597864768683271,5.2686832740213525,7.740213523131672,17.669039145907472,2.3380782918149463,0.0,0.0,0.0,0.0,0.0,0.3202846975088967,0.0,0.0,0.1067615658362989,27.86476868327402,8.647686832740213,2.295373665480427,0.0,0.0533807829181494,0.0,0.0,0.0,0.0,0.0,0.0,26.37010676156584,0.0533807829181494,0.0,0.2669039145907473,0.0144128113879003,0.2135231316725978,0.0533807829181494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533807829181494,0.0,0.0533807829181494,0.0,0.0,0.0,0.0,0.0,0.3202846975088967,0.0,39.23487544483986,33.68327402135231,39.07473309608541,0.1601423487544483,0.0,0.0,39.23487544483986,0.0,0.0,0.0,0.0,0.0,27.330960854092524,126.29893238434164,63.62989323843416,0.0,0.0,0.0,0.0533807829181494,0.0,20.60498220640569,0.0,0.0533807829181494,0.0,0.0,0.0,0.1067615658362989,0.0,0.0,0.0,0.0,1.601423487544484,0.2135231316725978,0.0533807829181494,4.270462633451957,1.387900355871886,0.0741992882562277,4.3238434163701065,2.9359430604982206,3.955516014234875,0.2669039145907473,0.1067615658362989,0.6405693950177935,0.2669039145907473,1.403914590747331,0.2669039145907473,0.2669039145907473,0.0,0.0,0.0,0.2669039145907473,0.0,0.0533807829181494,0.0,1.4199288256227758,0.0154804270462633,0.0320284697508896,0.0016014234875444,4.1637010676156585,13.505338078291814,1.6441281138790036,30.160142348754448,4.590747330960854,1.7081850533807827,1.7562277580071173,6.352313167259786,60.5,46.1,247.0,20.0,8.1,23.0,1.23,14.0,18.73333333333333,45.2,16771,2250,570.16,0.0,0.2922305634205262,0.0,0.0,0.0,0.0,0.0,0.04870509390342099,0.19482037561368412,0.04870509390342099,0.04870509390342099,6.881379866149828,20.985401459854018,0.0,43.40141089030958,34.82993197278911,0.0,0.20242914979757085,Goalkeeper
Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21,2002,5,3,368,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90,127,70.9,2296,1511,23,23,100.0,38,40,95.0,29,64,45.3,0,0.0,0.0,0.0,0,1,0,0,0,92,35,8,0,0,0,0,0,0,0,0,90,0,0,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,136,116,135,1,0,0,136,1,1,100.0,0,0.0,65,316,234,0,0,0,0,0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,13.0,3.18,23.0,10.0,60.9,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.5,0.34,-1.5,-0.36,12.0,43.0,27.9,100.0,23.0,30.0,31.5,27.0,48.1,41.1,43.0,2.0,4.7,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.010869565217394,31.059782608695656,17.33967391304348,561.5217391304349,369.5380434782609,5.625,5.625,24.45652173913044,9.293478260869566,9.782608695652174,23.233695652173918,7.092391304347827,15.65217391304348,11.078804347826088,0.0,0.0,0.0,0.0,0.0,0.2445652173913043,0.0,0.0,0.0,22.5,8.559782608695652,1.956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.010869565217394,0.0,0.0,0.2445652173913043,0.058695652173913,0.2445652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.26086956521739,28.369565217391308,33.016304347826086,0.2445652173913043,0.0,0.0,33.26086956521739,0.2445652173913043,0.2445652173913043,24.45652173913044,0.0,0.0,15.896739130434783,77.28260869565219,57.22826086956522,0.0,0.0,0.0,0.0,0.0,15.407608695652176,0.0,0.0,0.0,0.0,0.0,0.2445652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.179347826086957,0.7777173913043479,5.625,2.4456521739130435,14.894021739130435,0.0,0.2445652173913043,0.4891304347826087,0.0,0.0,0.9782608695652176,0.9782608695652176,0.0,0.0,0.0,0.9782608695652176,0.0,0.0,0.0,2.8125,0.0831521739130434,-0.3668478260869565,-0.0880434782608695,2.9347826086956523,10.516304347826088,6.823369565217392,24.45652173913044,5.625,7.336956521739131,7.703804347826088,6.603260869565218,48.1,41.1,43.0,2.0,4.7,0.0,0.0,9.7,4.088888888888889,53.8,15406,2520,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.287896592244419,0.0,0.0,30.9115888152578,23.897058823529413,0.0,0.0,Goalkeeper
Alessio Cragno,it ITA,GK,Sassuolo,it Serie A,29,1994,2,2,180,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,41,66,62.1,1105,787,12,12,100.0,14,14,100.0,15,40,37.5,0,0.0,0.0,0.0,0,1,0,0,0,41,25,6,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,73,61,73,0,0,0,73,0,0,0.0,0,0.0,31,132,82,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,3.0,8.0,3.0,37.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.4,0.3,-1.6,-0.81,10.0,32.0,31.3,47.0,3.0,57.4,41.2,19.0,26.3,29.4,26.0,0.0,0.0,7.0,3.5,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,33.0,31.05,552.5,393.5,6.0,6.0,50.0,7.0,7.0,50.0,7.5,20.0,18.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,20.5,12.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,36.5,30.5,36.5,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,15.5,66.0,41.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,4.0,1.5,18.75,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.7,0.15,-0.8,-0.405,5.0,16.0,15.65,23.5,1.5,28.7,20.6,9.5,26.3,29.4,26.0,0.0,0.0,7.0,3.5,28.9,2.0,44.7,17862,2520,525.5357142857143,0.0,1.35623869801085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.945293917770981,6.329113924050633,0.0,40.827740492170015,21.232876712328768,0.0,0.0,Goalkeeper
Alex Meret,it ITA,GK,Napoli,it Serie A,26,1997,21,21,1873,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,516,618,83.5,12204,6942,100,100,100.0,297,300,99.0,119,215,55.3,0,0.0,0.0,0.0,0,1,0,0,0,486,129,37,0,0,0,0,0,0,0,0,516,3,0,2,0.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,0,646,530,643,3,0,0,646,0,0,0.0,0,0.0,388,1693,861,0,0,0,0,0,369,0,0,0,0,0,1,0,0,0,0,38,4,0,100.0,24.0,1.15,68.0,43.0,66.2,9.0,7.0,5.0,4.0,19.0,2.0,1.0,1.0,0.0,50.0,1.0,0.0,3.0,0.0,24.0,0.33,0.0,0.0,37.0,118.0,31.4,523.0,78.0,18.0,27.6,92.0,26.1,30.7,246.0,4.0,1.6,21.0,1.01,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.79444741057128,29.695675387079557,4.012279765082755,586.4175120128137,333.5718099305926,4.805125467164976,4.805125467164976,4.805125467164976,14.27122263747998,14.415376401494928,4.757074212493326,5.718099305926322,10.331019754404698,2.657234383342232,0.0,0.0,0.0,0.0,0.0,0.0480512546716497,0.0,0.0,0.0,23.352909770421785,6.198611852642819,1.7778964228510412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.79444741057128,0.1441537640149492,0.0,0.0961025093432995,0.0048051254671649,0.0961025093432995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3844100373731981,0.0,31.041110517885745,25.467164975974374,30.8969567538708,0.1441537640149492,0.0,0.0,31.041110517885745,0.0,0.0,0.0,0.0,0.0,18.64388681260011,81.35077415910305,41.37213027229045,0.0,0.0,0.0,0.0,0.0,17.730912973838763,0.0,0.0,0.0,0.0,0.0,0.0480512546716497,0.0,0.0,0.0,0.0,1.825947677522691,0.192205018686599,0.0,4.805125467164976,1.1532301121195945,0.0552589428723972,3.267485317672184,2.06620395088094,3.1809930592632143,0.4324612920448478,0.3363587827015483,0.2402562733582488,0.192205018686599,0.9129738387613456,0.0961025093432995,0.0480512546716497,0.0480512546716497,0.0,2.402562733582488,0.0480512546716497,0.0,0.1441537640149492,0.0,1.1532301121195945,0.0158569140416444,0.0,0.0,1.7778964228510412,5.670048051254672,1.5088093966898024,25.130806193272825,3.747997864388681,0.8649225840896957,1.3262146289375336,4.420715429791779,26.1,30.7,246.0,4.0,1.6,21.0,1.01,16.2,20.81111111111111,61.5,13754,2520,712.7857142857143,0.0,0.49923381477038714,0.0,0.0,0.0,0.0,0.0,0.0,0.24961690738519354,0.0,0.0,4.354900764108632,27.27272727272727,0.0,25.236675217793287,30.030959752321984,0.0,0.0,Goalkeeper
